% cover,,,,14.4,20.9,24.0,16.6,6.3,0.2,2.8,0.0,0.1,0.0,7.9,0.2,0.2,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,99.30
Rel. Cov.,,,,14.50151057,21.04733132,24.16918429,16.71701913,6.344410876,0.201409869,2.819738167,0,0.100704935,0,7.955689829,0.201409869,0.201409869,0,0,0,5.236656596,0,0,0,0,0,0,0,0,0.503524673,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,S - C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,Lipia,
1,A,Y,Y,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
1,B,Y,Y,,1,,1,,,,,,,,,,,,,1,,,,,,,,,1,,
1,C,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1,D,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,
1,E,Y,N,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
1,F,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1,G,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
1,H,Y,N,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,1,,
1,I,Y,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,
1,J,Y,N,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
2,J,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
2,I,Y,N,,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,1,,
2,H,Y,N,,1,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,
2,G,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2,F,Y,N,1,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,
2,E,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,
2,D,Y,N,1,,1,1,1,,1,,,,,,,,,,1,,,,,,,,,,,
2,C,Y,N,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
2,B,Y,Y,1,1,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,
2,A,Y,N,,1,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,
3,A,Y,N,1,1,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,
3,B,Y,N,,1,,1,,,,,,,,,,,,,1,,,,,,,,,1,,
3,C,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
3,D,Y,N,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,
3,E,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
3,F,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
3,G,Y,N,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
3,H,Y,N,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,
3,I,Y,N,,,1,1,,,1,,,,1,,,,,,1,,,,,,,,,,,
3,J,Y,N,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
4,J,Y,N,,1,,1,,,,,,,,,,,,,1,,,,,,,,1,,,
4,I,Y,Y,,1,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,
4,H,Y,Y,,1,1,,,,,,,,1,,,,,,1,,,,,,,,,,,
4,G,Y,N,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
4,F,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
4,E,Y,N,1,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,
4,D,Y,N,1,1,1,1,,,1,,,,1,,,,,,,,,,,,,,,1,,
4,C,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,
4,B,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
4,A,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5,A,Y,N,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
5,B,Y,N,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,
5,C,Y,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
5,D,Y,N,1,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,
5,E,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
5,F,Y,N,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,,
5,G,Y,N,,,1,1,,,,,,,1,1,,,,,1,,,,,,,,,,,
5,H,Y,Y,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
5,I,Y,Y,,1,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,
5,J,Y,Y,,,,1,,1,1,,,,,,,,,,1,,,,,,,,,1,,
6,J,Y,N,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
6,I,Y,N,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
6,H,Y,N,,1,,1,,,,,,,1,,,,,,1,,,,,,,,,,,
6,G,Y,N,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,
6,F,Y,Y,,1,,1,,,,,,,,,,,,,1,,,,,,,,,1,,
6,E,Y,N,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,
6,D,Y,N,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
6,C,Y,N,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
6,B,Y,N,1,1,,1,1,,,,,,1,,,,,,1,,,,,,,,,1,,
6,A,Y,N,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
7,A,Y,N,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,1,,
7,B,Y,N,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,1,,
7,C,Y,N,1,1,1,1,1,,1,,,,1,,,,,,,,,,,,,,,,,
7,D,Y,N,1,,,1,1,,,,,,1,,,,,,1,,,,,,,,,,,
7,E,Y,N,1,,,1,,,1,,,,1,,,,,,1,,,,,,,,,,,
7,F,Y,N,,1,,1,,,,,,,1,,,,,,1,,,,,,,,,1,,
7,G,Y,N,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,
7,H,Y,N,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,
7,I,Y,N,,,,1,1,,1,,,1,1,1,,,,,,,,,,,,,,,,
7,J,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
8,J,Y,N,1,,,1,,,1,,,,1,,,,,,1,,,,,,,,,,,
8,I,Y,N,1,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,
8,H,Y,N,1,,1,1,,1,,,,,1,,,,,,1,,,,,,,,,1,,
8,G,Y,N,1,,1,1,1,,1,,,,1,,,,,,1,,,,,,,,,,,
8,F,Y,N,,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,
8,E,Y,N,1,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,
8,D,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
8,C,Y,N,1,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,
8,B,Y,N,,,,1,1,,1,1,,,,,,,,,1,,,,,,,,,,,
8,A,Y,N,1,1,,1,,,,,,,,,,,,,,4,,,,,,,,,,
9,A,Y,N,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,
9,B,Y,N,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
9,C,Y,N,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
9,D,Y,N,1,,1,1,1,,1,,,,1,,,,,,,,,,,,,,,1,,
9,E,Y,N,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,
9,F,Y,N,1,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,
9,G,Y,N,1,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,
9,H,Y,N,,1,1,1,,,1,,,,1,,,,,,1,,,,,,,,,,,
9,I,Y,N,1,,1,1,1,,,,,,1,,,,,,1,,,,,,,,,1,,
9,J,Y,N,1,,1,1,,,1,,,,1,,,,,,1,,,,,,,,,1,,
10,J,Y,N,,1,,1,,,,,,,,,,,,,1,,,1,,,,,,1,,
10,I,Y,N,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
10,H,Y,N,,,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,,
10,G,Y,N,,,1,1,,1,,,,,1,,,,,,1,,,,,,,,,1,,
10,F,Y,Y,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,
10,E,Y,N,1,1,1,,,1,,,,,1,,,,,,1,,,,,,,,,,,
10,D,Y,N,1,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,
10,C,Y,N,1,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,
10,B,Y,N,,,1,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,
10,A,Y,N,1,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,
,,% freq.,,64,52,44,96,36,15,20,4,2,2,47,5,3,0,0,0,46,1,0,1,0,0,0,0,1,25,0,
