"Station","Location","Disturbance","Mound<5m","Species","Sp_Pin_Hits","Treatment","Block","Date"
"1","E","","","P.mezianum",NA,"C","C","20010101"
"1","E","","","P.stramineum",1,"C","C","20010101"
"1","E","","","Lintonia",2,"C","C","20010101"
"1","E","","","Brachiaria",NA,"C","C","20010101"
"1","E","","","Aerva",NA,"C","C","20010101"
"1","E","","","Aspilia",NA,"C","C","20010101"
"1","E","","","Commelina",NA,"C","C","20010101"
"1","E","","","Conyza",NA,"C","C","20010101"
"1","E","","","Discoriste",1,"C","C","20010101"
"1","E","","","Helichrysum",NA,"C","C","20010101"
"1","E","","","Hibiscus",NA,"C","C","20010101"
"1","E","","","Indigofera_sch",NA,"C","C","20010101"
"1","E","","","Indigofera_brev",NA,"C","C","20010101"
"1","E","","","Kyllinger",NA,"C","C","20010101"
"1","E","","","Misopates",NA,"C","C","20010101"
"1","E","","","Monechima",NA,"C","C","20010101"
"1","E","","","Monsonia",NA,"C","C","20010101"
"1","E","","","Pavonia",NA,"C","C","20010101"
"1","E","","","Phyllanthus",NA,"C","C","20010101"
"1","E","","","Polygala",NA,"C","C","20010101"
"1","E","","","Portulaca",NA,"C","C","20010101"
"1","E","","","Rhinacanthus",NA,"C","C","20010101"
"1","E","","","Rhynchosia",NA,"C","C","20010101"
"1","E","","","Solanum_big",NA,"C","C","20010101"
"1","E","","","Solanum_small",NA,"C","C","20010101"
"1","E","","","Bare",2,"C","C","20010101"
"1","F","","","Themeda",NA,"C","C","20010101"
"1","F","","","P.mezianum",4,"C","C","20010101"
"1","F","","","P.stramineum",NA,"C","C","20010101"
"1","F","","","Lintonia",3,"C","C","20010101"
"1","F","","","Brachiaria",NA,"C","C","20010101"
"1","F","","","Aerva",NA,"C","C","20010101"
"1","F","","","Aspilia",NA,"C","C","20010101"
"1","F","","","Commelina",NA,"C","C","20010101"
"1","F","","","Conyza",NA,"C","C","20010101"
"1","F","","","Discoriste",NA,"C","C","20010101"
"1","F","","","Helichrysum",NA,"C","C","20010101"
"1","F","","","Hibiscus",NA,"C","C","20010101"
"1","F","","","Indigofera_sch",NA,"C","C","20010101"
"1","F","","","Indigofera_brev",NA,"C","C","20010101"
"1","F","","","Kyllinger",NA,"C","C","20010101"
"1","F","","","Misopates",NA,"C","C","20010101"
"1","F","","","Monechima",NA,"C","C","20010101"
"1","F","","","Monsonia",NA,"C","C","20010101"
"1","F","","","Pavonia",NA,"C","C","20010101"
"1","F","","","Phyllanthus",NA,"C","C","20010101"
"1","F","","","Polygala",NA,"C","C","20010101"
"1","F","","","Portulaca",NA,"C","C","20010101"
"1","F","","","Rhinacanthus",NA,"C","C","20010101"
"1","F","","","Rhynchosia",NA,"C","C","20010101"
"1","F","","","Solanum_big",NA,"C","C","20010101"
"1","F","","","Solanum_small",NA,"C","C","20010101"
"1","F","","","Bare",3,"C","C","20010101"
"1","G","","","Themeda",NA,"C","C","20010101"
"1","G","","","P.mezianum",NA,"C","C","20010101"
"1","G","","","P.stramineum",6,"C","C","20010101"
"1","G","","","Lintonia",NA,"C","C","20010101"
"1","G","","","Brachiaria",3,"C","C","20010101"
"1","G","","","Aerva",NA,"C","C","20010101"
"1","G","","","Aspilia",NA,"C","C","20010101"
"1","G","","","Commelina",NA,"C","C","20010101"
"1","G","","","Conyza",NA,"C","C","20010101"
"1","G","","","Discoriste",NA,"C","C","20010101"
"1","G","","","Helichrysum",NA,"C","C","20010101"
"1","G","","","Hibiscus",NA,"C","C","20010101"
"1","G","","","Indigofera_sch",NA,"C","C","20010101"
"1","G","","","Indigofera_brev",NA,"C","C","20010101"
"1","G","","","Kyllinger",NA,"C","C","20010101"
"1","G","","","Misopates",NA,"C","C","20010101"
"1","G","","","Monechima",NA,"C","C","20010101"
"1","G","","","Monsonia",NA,"C","C","20010101"
"1","G","","","Pavonia",NA,"C","C","20010101"
"1","G","","","Phyllanthus",NA,"C","C","20010101"
"1","G","","","Polygala",NA,"C","C","20010101"
"1","G","","","Portulaca",NA,"C","C","20010101"
"1","G","","","Rhinacanthus",NA,"C","C","20010101"
"1","G","","","Rhynchosia",NA,"C","C","20010101"
"1","G","","","Solanum_big",NA,"C","C","20010101"
"1","G","","","Solanum_small",NA,"C","C","20010101"
"1","G","","","Bare",3,"C","C","20010101"
"1","H","","","Themeda",2,"C","C","20010101"
"1","H","","","P.mezianum",NA,"C","C","20010101"
"1","H","","","P.stramineum",5,"C","C","20010101"
"1","H","","","Lintonia",1,"C","C","20010101"
"1","H","","","Brachiaria",1,"C","C","20010101"
"1","H","","","Aerva",NA,"C","C","20010101"
"1","H","","","Aspilia",NA,"C","C","20010101"
"1","H","","","Commelina",NA,"C","C","20010101"
"1","H","","","Conyza",NA,"C","C","20010101"
"1","H","","","Discoriste",NA,"C","C","20010101"
"1","H","","","Helichrysum",NA,"C","C","20010101"
"1","H","","","Hibiscus",NA,"C","C","20010101"
"1","H","","","Indigofera_sch",NA,"C","C","20010101"
"1","H","","","Indigofera_brev",NA,"C","C","20010101"
"1","H","","","Kyllinger",NA,"C","C","20010101"
"1","H","","","Misopates",NA,"C","C","20010101"
"1","H","","","Monechima",NA,"C","C","20010101"
"1","H","","","Monsonia",NA,"C","C","20010101"
"1","H","","","Pavonia",NA,"C","C","20010101"
"1","H","","","Phyllanthus",NA,"C","C","20010101"
"1","H","","","Polygala",NA,"C","C","20010101"
"1","H","","","Portulaca",NA,"C","C","20010101"
"1","H","","","Rhinacanthus",NA,"C","C","20010101"
"1","H","","","Rhynchosia",NA,"C","C","20010101"
"1","H","","","Solanum_big",NA,"C","C","20010101"
"1","H","","","Solanum_small",NA,"C","C","20010101"
"1","H","","","Bare",2,"C","C","20010101"
"1","I","","","Themeda",NA,"C","C","20010101"
"1","I","","","P.mezianum",NA,"C","C","20010101"
"1","I","","","P.stramineum",3,"C","C","20010101"
"1","I","","","Lintonia",NA,"C","C","20010101"
"1","I","","","Brachiaria",NA,"C","C","20010101"
"1","I","","","Aerva",NA,"C","C","20010101"
"1","I","","","Aspilia",NA,"C","C","20010101"
"1","I","","","Commelina",NA,"C","C","20010101"
"1","I","","","Conyza",NA,"C","C","20010101"
"1","I","","","Discoriste",NA,"C","C","20010101"
"1","I","","","Helichrysum",NA,"C","C","20010101"
"1","I","","","Hibiscus",NA,"C","C","20010101"
"1","I","","","Indigofera_sch",NA,"C","C","20010101"
"1","I","","","Indigofera_brev",NA,"C","C","20010101"
"1","I","","","Kyllinger",NA,"C","C","20010101"
"1","I","","","Misopates",NA,"C","C","20010101"
"1","I","","","Monechima",NA,"C","C","20010101"
"1","I","","","Monsonia",NA,"C","C","20010101"
"1","I","","","Pavonia",NA,"C","C","20010101"
"1","I","","","Phyllanthus",NA,"C","C","20010101"
"1","I","","","Polygala",NA,"C","C","20010101"
"1","I","","","Portulaca",NA,"C","C","20010101"
"1","I","","","Rhinacanthus",NA,"C","C","20010101"
"1","I","","","Rhynchosia",NA,"C","C","20010101"
"1","I","","","Solanum_big",NA,"C","C","20010101"
"1","I","","","Solanum_small",NA,"C","C","20010101"
"1","I","","","Bare",7,"C","C","20010101"
"1","J","","","Themeda",NA,"C","C","20010101"
"1","J","","","P.mezianum",NA,"C","C","20010101"
"1","J","","","P.stramineum",NA,"C","C","20010101"
"1","J","","","Lintonia",2,"C","C","20010101"
"1","J","","","Brachiaria",3,"C","C","20010101"
"1","J","","","Aerva",NA,"C","C","20010101"
"1","J","","","Aspilia",NA,"C","C","20010101"
"1","J","","","Commelina",NA,"C","C","20010101"
"1","J","","","Conyza",NA,"C","C","20010101"
"1","J","","","Discoriste",NA,"C","C","20010101"
"1","J","","","Helichrysum",NA,"C","C","20010101"
"1","J","","","Hibiscus",NA,"C","C","20010101"
"1","J","","","Indigofera_sch",NA,"C","C","20010101"
"1","J","","","Indigofera_brev",NA,"C","C","20010101"
"1","J","","","Kyllinger",NA,"C","C","20010101"
"1","J","","","Misopates",NA,"C","C","20010101"
"1","J","","","Monechima",NA,"C","C","20010101"
"1","J","","","Monsonia",NA,"C","C","20010101"
"1","J","","","Pavonia",NA,"C","C","20010101"
"1","J","","","Phyllanthus",NA,"C","C","20010101"
"1","J","","","Polygala",NA,"C","C","20010101"
"1","J","","","Portulaca",NA,"C","C","20010101"
"1","J","","","Rhinacanthus",NA,"C","C","20010101"
"1","J","","","Rhynchosia",NA,"C","C","20010101"
"1","J","","","Solanum_big",NA,"C","C","20010101"
"1","J","","","Solanum_small",NA,"C","C","20010101"
"1","J","","","Bare",5,"C","C","20010101"
"2","J","","","Themeda",2,"C","C","20010101"
"2","J","","","P.mezianum",NA,"C","C","20010101"
"2","J","","","P.stramineum",5,"C","C","20010101"
"2","J","","","Lintonia",NA,"C","C","20010101"
"2","J","","","Brachiaria",NA,"C","C","20010101"
"2","J","","","Aerva",NA,"C","C","20010101"
"2","J","","","Aspilia",NA,"C","C","20010101"
"2","J","","","Commelina",NA,"C","C","20010101"
"2","J","","","Conyza",NA,"C","C","20010101"
"2","J","","","Discoriste",NA,"C","C","20010101"
"2","J","","","Helichrysum",NA,"C","C","20010101"
"2","J","","","Hibiscus",NA,"C","C","20010101"
"2","J","","","Indigofera_sch",NA,"C","C","20010101"
"2","J","","","Indigofera_brev",NA,"C","C","20010101"
"2","J","","","Kyllinger",NA,"C","C","20010101"
"2","J","","","Misopates",NA,"C","C","20010101"
"2","J","","","Monechima",NA,"C","C","20010101"
"2","J","","","Monsonia",NA,"C","C","20010101"
"2","J","","","Pavonia",NA,"C","C","20010101"
"2","J","","","Phyllanthus",NA,"C","C","20010101"
"2","J","","","Polygala",NA,"C","C","20010101"
"2","J","","","Portulaca",NA,"C","C","20010101"
"2","J","","","Rhinacanthus",NA,"C","C","20010101"
"2","J","","","Rhynchosia",NA,"C","C","20010101"
"2","J","","","Solanum_big",NA,"C","C","20010101"
"2","J","","","Solanum_small",NA,"C","C","20010101"
"2","J","","","Bare",4,"C","C","20010101"
"2","I","","","Themeda",NA,"C","C","20010101"
"2","I","","","P.mezianum",NA,"C","C","20010101"
"2","I","","","P.stramineum",8,"C","C","20010101"
"2","I","","","Lintonia",NA,"C","C","20010101"
"2","I","","","Brachiaria",NA,"C","C","20010101"
"2","I","","","Aerva",NA,"C","C","20010101"
"2","I","","","Aspilia",NA,"C","C","20010101"
"2","I","","","Commelina",NA,"C","C","20010101"
"2","I","","","Conyza",NA,"C","C","20010101"
"2","I","","","Discoriste",NA,"C","C","20010101"
"2","I","","","Helichrysum",1,"C","C","20010101"
"2","I","","","Hibiscus",NA,"C","C","20010101"
"2","I","","","Indigofera_sch",NA,"C","C","20010101"
"2","I","","","Indigofera_brev",NA,"C","C","20010101"
"2","I","","","Kyllinger",NA,"C","C","20010101"
"2","I","","","Misopates",NA,"C","C","20010101"
"2","I","","","Monechima",NA,"C","C","20010101"
"2","I","","","Monsonia",NA,"C","C","20010101"
"2","I","","","Pavonia",NA,"C","C","20010101"
"2","I","","","Phyllanthus",NA,"C","C","20010101"
"2","I","","","Polygala",NA,"C","C","20010101"
"2","I","","","Portulaca",NA,"C","C","20010101"
"2","I","","","Rhinacanthus",NA,"C","C","20010101"
"2","I","","","Rhynchosia",NA,"C","C","20010101"
"2","I","","","Solanum_big",NA,"C","C","20010101"
"2","I","","","Solanum_small",NA,"C","C","20010101"
"2","I","","","Bare",2,"C","C","20010101"
"2","H","","","Themeda",NA,"C","C","20010101"
"2","H","","","P.mezianum",NA,"C","C","20010101"
"2","H","","","P.stramineum",8,"C","C","20010101"
"2","H","","","Lintonia",NA,"C","C","20010101"
"2","H","","","Brachiaria",NA,"C","C","20010101"
"2","H","","","Aerva",NA,"C","C","20010101"
"2","H","","","Aspilia",NA,"C","C","20010101"
"2","H","","","Commelina",NA,"C","C","20010101"
"2","H","","","Conyza",NA,"C","C","20010101"
"2","H","","","Discoriste",NA,"C","C","20010101"
"2","H","","","Helichrysum",NA,"C","C","20010101"
"2","H","","","Hibiscus",NA,"C","C","20010101"
"2","H","","","Indigofera_sch",NA,"C","C","20010101"
"2","H","","","Indigofera_brev",NA,"C","C","20010101"
"2","H","","","Kyllinger",NA,"C","C","20010101"
"2","H","","","Misopates",NA,"C","C","20010101"
"2","H","","","Monechima",NA,"C","C","20010101"
"2","H","","","Monsonia",NA,"C","C","20010101"
"2","H","","","Pavonia",NA,"C","C","20010101"
"2","H","","","Phyllanthus",NA,"C","C","20010101"
"2","H","","","Polygala",NA,"C","C","20010101"
"2","H","","","Portulaca",NA,"C","C","20010101"
"2","H","","","Rhinacanthus",NA,"C","C","20010101"
"2","H","","","Rhynchosia",NA,"C","C","20010101"
"2","H","","","Solanum_big",NA,"C","C","20010101"
"2","H","","","Solanum_small",NA,"C","C","20010101"
"2","H","","","Bare",2,"C","C","20010101"
"2","G","","","Themeda",4,"C","C","20010101"
"2","G","","","P.mezianum",3,"C","C","20010101"
"2","G","","","P.stramineum",4,"C","C","20010101"
"2","G","","","Lintonia",NA,"C","C","20010101"
"2","G","","","Brachiaria",NA,"C","C","20010101"
"2","G","","","Aerva",NA,"C","C","20010101"
"2","G","","","Aspilia",NA,"C","C","20010101"
"2","G","","","Commelina",NA,"C","C","20010101"
"2","G","","","Conyza",NA,"C","C","20010101"
"2","G","","","Discoriste",NA,"C","C","20010101"
"2","G","","","Helichrysum",NA,"C","C","20010101"
"2","G","","","Hibiscus",NA,"C","C","20010101"
"2","G","","","Indigofera_sch",NA,"C","C","20010101"
"2","G","","","Indigofera_brev",NA,"C","C","20010101"
"2","G","","","Kyllinger",NA,"C","C","20010101"
"2","G","","","Misopates",NA,"C","C","20010101"
"2","G","","","Monechima",NA,"C","C","20010101"
"2","G","","","Monsonia",NA,"C","C","20010101"
"2","G","","","Pavonia",NA,"C","C","20010101"
"2","G","","","Phyllanthus",NA,"C","C","20010101"
"2","G","","","Polygala",NA,"C","C","20010101"
"2","G","","","Portulaca",NA,"C","C","20010101"
"2","G","","","Rhinacanthus",NA,"C","C","20010101"
"2","G","","","Rhynchosia",NA,"C","C","20010101"
"2","G","","","Solanum_big",NA,"C","C","20010101"
"2","G","","","Solanum_small",NA,"C","C","20010101"
"2","G","","","Bare",1,"C","C","20010101"
"2","F","","","Themeda",NA,"C","C","20010101"
"2","F","","","P.mezianum",NA,"C","C","20010101"
"2","F","","","P.stramineum",4,"C","C","20010101"
"2","F","","","Lintonia",NA,"C","C","20010101"
"2","F","","","Brachiaria",2,"C","C","20010101"
"2","F","","","Aerva",NA,"C","C","20010101"
"2","F","","","Aspilia",NA,"C","C","20010101"
"2","F","","","Commelina",NA,"C","C","20010101"
"2","F","","","Conyza",NA,"C","C","20010101"
"2","F","","","Discoriste",NA,"C","C","20010101"
"2","F","","","Helichrysum",NA,"C","C","20010101"
"2","F","","","Hibiscus",NA,"C","C","20010101"
"2","F","","","Indigofera_sch",NA,"C","C","20010101"
"2","F","","","Indigofera_brev",NA,"C","C","20010101"
"2","F","","","Kyllinger",NA,"C","C","20010101"
"2","F","","","Misopates",NA,"C","C","20010101"
"2","F","","","Monechima",NA,"C","C","20010101"
"2","F","","","Monsonia",NA,"C","C","20010101"
"2","F","","","Pavonia",NA,"C","C","20010101"
"2","F","","","Phyllanthus",NA,"C","C","20010101"
"2","F","","","Polygala",NA,"C","C","20010101"
"2","F","","","Portulaca",NA,"C","C","20010101"
"2","F","","","Rhinacanthus",NA,"C","C","20010101"
"2","F","","","Rhynchosia",NA,"C","C","20010101"
"2","F","","","Solanum_big",NA,"C","C","20010101"
"2","F","","","Solanum_small",NA,"C","C","20010101"
"2","F","","","Bare",4,"C","C","20010101"
"2","E","","","Themeda",3,"C","C","20010101"
"2","E","","","P.mezianum",4,"C","C","20010101"
"2","E","","","P.stramineum",1,"C","C","20010101"
"2","E","","","Lintonia",NA,"C","C","20010101"
"2","E","","","Brachiaria",NA,"C","C","20010101"
"2","E","","","Aerva",NA,"C","C","20010101"
"2","E","","","Aspilia",NA,"C","C","20010101"
"2","E","","","Commelina",NA,"C","C","20010101"
"2","E","","","Conyza",NA,"C","C","20010101"
"2","E","","","Discoriste",NA,"C","C","20010101"
"2","E","","","Helichrysum",NA,"C","C","20010101"
"2","E","","","Hibiscus",NA,"C","C","20010101"
"2","E","","","Indigofera_sch",NA,"C","C","20010101"
"2","E","","","Indigofera_brev",NA,"C","C","20010101"
"2","E","","","Kyllinger",NA,"C","C","20010101"
"2","E","","","Misopates",NA,"C","C","20010101"
"2","E","","","Monechima",NA,"C","C","20010101"
"2","E","","","Monsonia",NA,"C","C","20010101"
"2","E","","","Pavonia",NA,"C","C","20010101"
"2","E","","","Phyllanthus",NA,"C","C","20010101"
"2","E","","","Polygala",NA,"C","C","20010101"
"2","E","","","Portulaca",NA,"C","C","20010101"
"2","E","","","Rhinacanthus",NA,"C","C","20010101"
"2","E","","","Rhynchosia",NA,"C","C","20010101"
"2","E","","","Solanum_big",NA,"C","C","20010101"
"2","E","","","Solanum_small",NA,"C","C","20010101"
"2","E","","","Bare",2,"C","C","20010101"
"2","D","","","Themeda",NA,"C","C","20010101"
"2","D","","","P.mezianum",NA,"C","C","20010101"
"2","D","","","P.stramineum",NA,"C","C","20010101"
"2","D","","","Lintonia",NA,"C","C","20010101"
"2","D","","","Brachiaria",8,"C","C","20010101"
"2","D","","","Aerva",NA,"C","C","20010101"
"2","D","","","Aspilia",NA,"C","C","20010101"
"2","D","","","Commelina",NA,"C","C","20010101"
"2","D","","","Conyza",NA,"C","C","20010101"
"2","D","","","Discoriste",NA,"C","C","20010101"
"2","D","","","Helichrysum",NA,"C","C","20010101"
"2","D","","","Hibiscus",NA,"C","C","20010101"
"2","D","","","Indigofera_sch",NA,"C","C","20010101"
"2","D","","","Indigofera_brev",NA,"C","C","20010101"
"2","D","","","Kyllinger",NA,"C","C","20010101"
"2","D","","","Misopates",NA,"C","C","20010101"
"2","D","","","Monechima",NA,"C","C","20010101"
"2","D","","","Monsonia",NA,"C","C","20010101"
"2","D","","","Pavonia",NA,"C","C","20010101"
"2","D","","","Phyllanthus",NA,"C","C","20010101"
"2","D","","","Polygala",NA,"C","C","20010101"
"2","D","","","Portulaca",NA,"C","C","20010101"
"2","D","","","Rhinacanthus",NA,"C","C","20010101"
"2","D","","","Rhynchosia",NA,"C","C","20010101"
"2","D","","","Solanum_big",NA,"C","C","20010101"
"2","D","","","Solanum_small",NA,"C","C","20010101"
"2","D","","","Bare",2,"C","C","20010101"
"2","C","","","Themeda",NA,"C","C","20010101"
"2","C","","","P.mezianum",3,"C","C","20010101"
"2","C","","","P.stramineum",3,"C","C","20010101"
"2","C","","","Lintonia",NA,"C","C","20010101"
"2","C","","","Brachiaria",NA,"C","C","20010101"
"2","C","","","Aerva",NA,"C","C","20010101"
"2","C","","","Aspilia",NA,"C","C","20010101"
"2","C","","","Commelina",NA,"C","C","20010101"
"2","C","","","Conyza",NA,"C","C","20010101"
"2","C","","","Discoriste",NA,"C","C","20010101"
"2","C","","","Helichrysum",NA,"C","C","20010101"
"2","C","","","Hibiscus",NA,"C","C","20010101"
"2","C","","","Indigofera_sch",NA,"C","C","20010101"
"2","C","","","Indigofera_brev",NA,"C","C","20010101"
"2","C","","","Kyllinger",NA,"C","C","20010101"
"2","C","","","Misopates",NA,"C","C","20010101"
"2","C","","","Monechima",NA,"C","C","20010101"
"2","C","","","Monsonia",NA,"C","C","20010101"
"2","C","","","Pavonia",NA,"C","C","20010101"
"2","C","","","Phyllanthus",NA,"C","C","20010101"
"2","C","","","Polygala",NA,"C","C","20010101"
"2","C","","","Portulaca",NA,"C","C","20010101"
"2","C","","","Rhinacanthus",NA,"C","C","20010101"
"2","C","","","Rhynchosia",NA,"C","C","20010101"
"2","C","","","Solanum_big",NA,"C","C","20010101"
"2","C","","","Solanum_small",NA,"C","C","20010101"
"2","C","","","Bare",5,"C","C","20010101"
"2","B","","","Themeda",NA,"C","C","20010101"
"2","B","","","P.mezianum",3,"C","C","20010101"
"2","B","","","P.stramineum",4,"C","C","20010101"
"2","B","","","Lintonia",NA,"C","C","20010101"
"2","B","","","Brachiaria",NA,"C","C","20010101"
"2","B","","","Aerva",NA,"C","C","20010101"
"2","B","","","Aspilia",NA,"C","C","20010101"
"2","B","","","Commelina",NA,"C","C","20010101"
"2","B","","","Conyza",NA,"C","C","20010101"
"2","B","","","Discoriste",NA,"C","C","20010101"
"2","B","","","Helichrysum",NA,"C","C","20010101"
"2","B","","","Hibiscus",NA,"C","C","20010101"
"2","B","","","Indigofera_sch",NA,"C","C","20010101"
"2","B","","","Indigofera_brev",NA,"C","C","20010101"
"2","B","","","Kyllinger",NA,"C","C","20010101"
"2","B","","","Misopates",NA,"C","C","20010101"
"2","B","","","Monechima",NA,"C","C","20010101"
"2","B","","","Monsonia",NA,"C","C","20010101"
"2","B","","","Pavonia",NA,"C","C","20010101"
"2","B","","","Phyllanthus",NA,"C","C","20010101"
"2","B","","","Polygala",NA,"C","C","20010101"
"2","B","","","Portulaca",NA,"C","C","20010101"
"2","B","","","Rhinacanthus",NA,"C","C","20010101"
"2","B","","","Rhynchosia",NA,"C","C","20010101"
"2","B","","","Solanum_big",NA,"C","C","20010101"
"2","B","","","Solanum_small",NA,"C","C","20010101"
"2","B","","","Bare",3,"C","C","20010101"
"2","A","","","Themeda",NA,"C","C","20010101"
"2","A","","","P.mezianum",NA,"C","C","20010101"
"2","A","","","P.stramineum",5,"C","C","20010101"
"2","A","","","Lintonia",NA,"C","C","20010101"
"2","A","","","Brachiaria",NA,"C","C","20010101"
"2","A","","","Aerva",NA,"C","C","20010101"
"2","A","","","Aspilia",6,"C","C","20010101"
"2","A","","","Commelina",NA,"C","C","20010101"
"2","A","","","Conyza",NA,"C","C","20010101"
"2","A","","","Discoriste",NA,"C","C","20010101"
"2","A","","","Helichrysum",NA,"C","C","20010101"
"2","A","","","Hibiscus",NA,"C","C","20010101"
"2","A","","","Indigofera_sch",NA,"C","C","20010101"
"2","A","","","Indigofera_brev",NA,"C","C","20010101"
"2","A","","","Kyllinger",NA,"C","C","20010101"
